Frames: 33647
Total Bytes: 23423115
Snapshot Header Bytes: 605628
Events: 32769
Event Bytes: 776818
Reliable Game Data Bytes: 306495
Game Data Bytes: 143110
State String Bytes: 0

Name                               Count     Bytes    Header     Flags    Fields
m_uiNetFlags                          49      196
Total                                294      833


PetCommand_Move                    Count    Bytes
=================================================
m_uiOwnerIndex                        49       98
m_ySlot                               49       49
m_uiStartCooldown                     49      196
m_uiCooldownDuration                  49      196
m_unAmmo                              49       98
m_uiNetFlags                          49      196
Total                                294      833


Player_Chaplain                    Count    Bytes
=================================================
m_v3Position                       11061   132732
m_v3Angles[PITCH]                   7314    29256
m_v3Angles[ROLL]                      21       84
m_v3Angles[YAW]                     9044    36176
m_yStatus                             46       46
m_fHealth                           7113    28452
m_uiNetFlags                          36      144
m_ayAnim[0]                          893      893
m_ayAnimSequence[0]                  931      931
m_afAnimSpeed[0]                     551     2204
m_ayAnim[1]                          351      351
m_ayAnimSequence[1]                  372      372
m_afAnimSpeed[1]                      41      164
m_ahEffect[0]                         11       22
m_ayEffectSequence[0]                 11       11
m_ahEffect[1]                         24       48
m_ayEffectSequence[1]                118      118
m_ahEffect[2]                         18       36
m_ayEffectSequence[2]                 70       70
m_ahEffect[3]                         11       22
m_ayEffectSequence[3]                 11       11
m_ahEffect[4]                         74      148
m_ayEffectSequence[4]                103      103
m_ahEffect[5]                         11       22
m_ayEffectSequence[5]                 11       11
m_ahEffect[6]                         11       22
m_ayEffectSequence[6]                 11       11
m_ahEffect[7]                         11       22
m_ayEffectSequence[7]                 11       11
m_iTeam                               11       11
m_ySquad                              11       11
m_fMana                            12630    50520
m_fStamina                          9142    36568
m_ySelectedItem                      222      222
m_yDefaultAnim                        76       76
m_v3Velocity                       11122   133464
m_iCurrentAction                     353     1412
m_uiCurrentActionEndTime             651     2604
m_uiLastActionTime                 12290    49160
m_uiLastMeleeAttackTime              143      572
m_uiLastMeleeAttackLength             74      296
m_yAttackSequence                    115      115
m_fFov                                11       44
m_uiTargetIndex                       11       44
m_yFirstPersonAnim                    45       45
m_yFirstPersonAnimSequence            83       83
m_fFirstPersonAnimSpeed               11       44
m_iClientNum                          14       56
m_iMoveFlags                        1095     4380
m_iCurrentMovement                  1388     5552
m_uiDeathTime                         14       56
m_uiLoadoutTime                       16       64
m_uiWheelTime                         11       44
m_yOrder                              16       16
m_yOrderSequence                      21       21
m_uiOrderEntIndex                     12       24
m_v3OrderPos                          20      240
m_yOfficerOrder                       11       11
m_yOfficerOrderSequence               11       11
m_uiOfficerOrderEntIndex              11       22
m_v3OfficerOrderPos                   11      132
m_uiPetIndex                          11       22
Total                              87954   518435


Player_Commander                   Count    Bytes
=================================================
m_v3Position                        8574   102888
m_v3Angles[PITCH]                      2        8
m_v3Angles[ROLL]                       2        8
m_v3Angles[YAW]                        2        8
m_yStatus                              2        2
m_fHealth                              2        8
m_uiNetFlags                           2        8
m_ayAnim[0]                            6        6
m_ayAnimSequence[0]                   86       86
m_afAnimSpeed[0]                       2        8
m_ayAnim[1]                            4        4
m_ayAnimSequence[1]                   84       84
m_afAnimSpeed[1]                       2        8
m_ahEffect[0]                          2        4
m_ayEffectSequence[0]                  2        2
m_ahEffect[1]                          2        4
m_ayEffectSequence[1]                  2        2
m_ahEffect[2]                          2        4
m_ayEffectSequence[2]                  2        2
m_ahEffect[3]                          2        4
m_ayEffectSequence[3]                  2        2
m_ahEffect[4]                          2        4
m_ayEffectSequence[4]                  2        2
m_ahEffect[5]                          2        4
m_ayEffectSequence[5]                  2        2
m_ahEffect[6]                          2        4
m_ayEffectSequence[6]                  2        2
m_ahEffect[7]                          2        4
m_ayEffectSequence[7]                  2        2
m_iTeam                                2        2
m_ySquad                               2        2
m_fMana                                2        8
m_fStamina                             2        8
m_ySelectedItem                      183      183
m_yDefaultAnim                         2        2
m_v3Velocity                           2       24
m_iCurrentAction                     165      660
m_uiCurrentActionEndTime             165      660
m_uiLastActionTime                     2        8
m_uiLastMeleeAttackTime                2        8
m_uiLastMeleeAttackLength              2        8
m_yAttackSequence                      2        2
m_fFov                                 2        8
m_uiTargetIndex                        2        8
m_yFirstPersonAnim                     2        2
m_yFirstPersonAnimSequence             2        2
m_fFirstPersonAnimSpeed                2        8
m_iClientNum                           2        8
m_iMoveFlags                           2        8
m_iCurrentMovement                     2        8
m_uiDeathTime                          2        8
m_uiLoadoutTime                        2        8
m_uiWheelTime                          2        8
m_yOrder                               2        2
m_yOrderSequence                       2        2
m_uiOrderEntIndex                      2        4
m_v3OrderPos                           2       24
m_yOfficerOrder                        2        2
m_yOfficerOrderSequence                2        2
m_uiOfficerOrderEntIndex               2        4
m_v3OfficerOrderPos                    2       24
m_uiPetIndex                           2        4
Total                               9375   104893


Player_Conjurer                    Count    Bytes
=================================================
m_v3Position                       28342   340104
m_v3Angles[PITCH]                  14399    57596
m_v3Angles[ROLL]                      32      128
m_v3Angles[YAW]                    18553    74212
m_yStatus                            119      119
m_fHealth                          19879    79516
m_uiNetFlags                         118      472
m_ayAnim[0]                         1957     1957
m_ayAnimSequence[0]                 2073     2073
m_afAnimSpeed[0]                    1364     5456
m_ayAnim[1]                          941      941
m_ayAnimSequence[1]                 1046     1046
m_afAnimSpeed[1]                     132      528
m_ahEffect[0]                         30       60
m_ayEffectSequence[0]                 30       30
m_ahEffect[1]                         66      132
m_ayEffectSequence[1]                466      466
m_ahEffect[2]                         53      106
m_ayEffectSequence[2]                148      148
m_ahEffect[3]                         32       64
m_ayEffectSequence[3]                 34       34
m_ahEffect[4]                        171      342
m_ayEffectSequence[4]                240      240
m_ahEffect[5]                         30       60
m_ayEffectSequence[5]                 30       30
m_ahEffect[6]                         30       60
m_ayEffectSequence[6]                 30       30
m_ahEffect[7]                        263      526
m_ayEffectSequence[7]                263      263
m_iTeam                               30       30
m_ySquad                              30       30
m_fMana                            22728    90912
m_fStamina                         22919    91676
m_ySelectedItem                      456      456
m_yDefaultAnim                       317      317
m_v3Velocity                       28285   339420
m_iCurrentAction                     779     3116
m_uiCurrentActionEndTime            1147     4588
m_uiLastActionTime                 29683   118732
m_uiLastMeleeAttackTime              383     1532
m_uiLastMeleeAttackLength            362     1448
m_yAttackSequence                    339      339
m_fFov                                30      120
m_uiTargetIndex                       30      120
m_yFirstPersonAnim                   212      212
m_yFirstPersonAnimSequence           314      314
m_fFirstPersonAnimSpeed               30      120
m_iClientNum                          54      216
m_iMoveFlags                        2260     9040
m_iCurrentMovement                  3297    13188
m_uiDeathTime                         54      216
m_uiLoadoutTime                       33      132
m_uiWheelTime                         30      120
m_yOrder                              30       30
m_yOrderSequence                      30       30
m_uiOrderEntIndex                     30       60
m_v3OrderPos                          30      360
m_yOfficerOrder                       30       30
m_yOfficerOrderSequence               30       30
m_uiOfficerOrderEntIndex              30       60
m_v3OfficerOrderPos                   30      360
m_uiPetIndex                          30       60
Total                             204943  1244153


Player_Engineer                    Count    Bytes
=================================================
m_v3Position                       22362   268344
m_v3Angles[PITCH]                  11063    44252
m_v3Angles[ROLL]                      21       84
m_v3Angles[YAW]                    15721    62884
m_yStatus                             51       51
m_fHealth                          17641    70564
m_uiNetFlags                          59      236
m_ayAnim[0]                         1565     1565
m_ayAnimSequence[0]                 1630     1630
m_afAnimSpeed[0]                    1136     4544
m_ayAnim[1]                          389      389
m_ayAnimSequence[1]                  909      909
m_afAnimSpeed[1]                      28      112
m_ahEffect[0]                         15       30
m_ayEffectSequence[0]                 15       15
m_ahEffect[1]                         24       48
m_ayEffectSequence[1]                156      156
m_ahEffect[2]                         19       38
m_ayEffectSequence[2]                 48       48
m_ahEffect[3]                         15       30
m_ayEffectSequence[3]                 15       15
m_ahEffect[4]                        129      258
m_ayEffectSequence[4]                180      180
m_ahEffect[5]                         15       30
m_ayEffectSequence[5]                 15       15
m_ahEffect[6]                         15       30
m_ayEffectSequence[6]                 15       15
m_ahEffect[7]                         15       30
m_ayEffectSequence[7]                 15       15
m_iTeam                               15       15
m_ySquad                              15       15
m_fMana                             5679    22716
m_fStamina                         17302    69208
m_ySelectedItem                      201      201
m_yDefaultAnim                       138      138
m_v3Velocity                       22490   269880
m_iCurrentAction                    1015     4060
m_uiCurrentActionEndTime            1161     4644
m_uiLastActionTime                 24971    99884
m_uiLastMeleeAttackTime               93      372
m_uiLastMeleeAttackLength             86      344
m_yAttackSequence                     77       77
m_fFov                                15       60
m_uiTargetIndex                       15       60
m_yFirstPersonAnim                   115      115
m_yFirstPersonAnimSequence           645      645
m_fFirstPersonAnimSpeed               15       60
m_iClientNum                          22       88
m_iMoveFlags                        2205     8820
m_iCurrentMovement                  2494     9976
m_uiDeathTime                         22       88
m_uiLoadoutTime                       19       76
m_uiWheelTime                         15       60
m_yOrder                              19       19
m_yOrderSequence                      27       27
m_uiOrderEntIndex                     22       44
m_v3OrderPos                          23      276
m_yOfficerOrder                       15       15
m_yOfficerOrderSequence               15       15
m_uiOfficerOrderEntIndex              15       30
m_v3OfficerOrderPos                   15      180
m_uiPetIndex                          15       30
Total                             152272   948755


Player_Legionnaire                 Count    Bytes
=================================================
m_v3Position                       18827   225924
m_v3Angles[PITCH]                  10060    40240
m_v3Angles[ROLL]                      21       84
m_v3Angles[YAW]                    12831    51324
m_yStatus                             71       71
m_fHealth                          13836    55344
m_uiNetFlags                          35      140
m_ayAnim[0]                         1383     1383
m_ayAnimSequence[0]                 1461     1461
m_afAnimSpeed[0]                    1037     4148
m_ayAnim[1]                          635      635
m_ayAnimSequence[1]                  675      675
m_afAnimSpeed[1]                     111      444
m_ahEffect[0]                         13       26
m_ayEffectSequence[0]                 13       13
m_ahEffect[1]                         43       86
m_ayEffectSequence[1]                322      322
m_ahEffect[2]                         25       50
m_ayEffectSequence[2]                232      232
m_ahEffect[3]                         17       34
m_ayEffectSequence[3]                312      312
m_ahEffect[4]                        196      392
m_ayEffectSequence[4]                259      259
m_ahEffect[5]                         13       26
m_ayEffectSequence[5]                 13       13
m_ahEffect[6]                         13       26
m_ayEffectSequence[6]                 13       13
m_ahEffect[7]                         13       26
m_ayEffectSequence[7]                 13       13
m_iTeam                               13       13
m_ySquad                              13       13
m_fMana                             9991    39964
m_fStamina                         18369    73476
m_ySelectedItem                      148      148
m_yDefaultAnim                       140      140
m_v3Velocity                       19043   228516
m_iCurrentAction                     910     3640
m_uiCurrentActionEndTime            1244     4976
m_uiLastActionTime                 20547    82188
m_uiLastMeleeAttackTime              440     1760
m_uiLastMeleeAttackLength            411     1644
m_yAttackSequence                    375      375
m_fFov                                13       52
m_uiTargetIndex                       13       52
m_yFirstPersonAnim                   107      107
m_yFirstPersonAnimSequence           316      316
m_fFirstPersonAnimSpeed               13       52
m_iClientNum                          22       88
m_iMoveFlags                        1978     7912
m_iCurrentMovement                  2308     9232
m_uiDeathTime                         25      100
m_uiLoadoutTime                       17       68
m_uiWheelTime                         13       52
m_yOrder                              13       13
m_yOrderSequence                      13       13
m_uiOrderEntIndex                     13       26
m_v3OrderPos                          13      156
m_yOfficerOrder                       13       13
m_yOfficerOrderSequence               13       13
m_uiOfficerOrderEntIndex              13       26
m_v3OfficerOrderPos                   13      156
m_uiPetIndex                          13       26
Total                             139079   839042


Player_Marksman                    Count    Bytes
=================================================
m_v3Position                       47511   570132
m_v3Angles[PITCH]                  24017    96068
m_v3Angles[ROLL]                      66      264
m_v3Angles[YAW]                    31184   124736
m_yStatus                            156      156
m_fHealth                          24960    99840
m_uiNetFlags                         101      404
m_ayAnim[0]                         3645     3645
m_ayAnimSequence[0]                 3815     3815
m_afAnimSpeed[0]                    2511    10044
m_ayAnim[1]                         1137     1137
m_ayAnimSequence[1]                 1303     1303
m_afAnimSpeed[1]                      70      280
m_ahEffect[0]                         36       72
m_ayEffectSequence[0]                 36       36
m_ahEffect[1]                         86      172
m_ayEffectSequence[1]                315      315
m_ahEffect[2]                         61      122
m_ayEffectSequence[2]                234      234
m_ahEffect[3]                         36       72
m_ayEffectSequence[3]                 36       36
m_ahEffect[4]                        188      376
m_ayEffectSequence[4]                319      319
m_ahEffect[5]                         36       72
m_ayEffectSequence[5]                 36       36
m_ahEffect[6]                         36       72
m_ayEffectSequence[6]                 36       36
m_ahEffect[7]                         36       72
m_ayEffectSequence[7]                 36       36
m_iTeam                               36       36
m_ySquad                              36       36
m_fMana                            34565   138260
m_fStamina                         38119   152476
m_ySelectedItem                      625      625
m_yDefaultAnim                       327      327
m_v3Velocity                       47790   573480
m_iCurrentAction                    1373     5492
m_uiCurrentActionEndTime            2247     8988
m_uiLastActionTime                 50188   200752
m_uiLastMeleeAttackTime              685     2740
m_uiLastMeleeAttackLength            605     2420
m_yAttackSequence                    544      544
m_fFov                                42      168
m_uiTargetIndex                       36      144
m_yFirstPersonAnim                   294      294
m_yFirstPersonAnimSequence           591      591
m_fFirstPersonAnimSpeed               36      144
m_iClientNum                          54      216
m_iMoveFlags                        5638    22552
m_iCurrentMovement                  5656    22624
m_uiDeathTime                         57      228
m_uiLoadoutTime                       50      200
m_uiWheelTime                         36      144
m_yOrder                              44       44
m_yOrderSequence                      45       45
m_uiOrderEntIndex                     39       78
m_v3OrderPos                          39      468
m_yOfficerOrder                       36       36
m_yOfficerOrderSequence               36       36
m_uiOfficerOrderEntIndex              36       72
m_v3OfficerOrderPos                   36      432
m_uiPetIndex                          36       72
Total                             332016  2048666


Player_Observer                    Count    Bytes
=================================================
m_v3Position                         330     3960
m_v3Angles[PITCH]                    518     2072
m_v3Angles[ROLL]                     220      880
m_v3Angles[YAW]                      552     2208
m_yStatus                            205      205
m_fHealth                            203      812
m_uiNetFlags                         205      820
m_ayAnim[0]                          203      203
m_ayAnimSequence[0]                  204      204
m_afAnimSpeed[0]                     203      812
m_ayAnim[1]                          203      203
m_ayAnimSequence[1]                  204      204
m_afAnimSpeed[1]                     203      812
m_ahEffect[0]                        203      406
m_ayEffectSequence[0]                203      203
m_ahEffect[1]                        203      406
m_ayEffectSequence[1]                203      203
m_ahEffect[2]                        203      406
m_ayEffectSequence[2]                203      203
m_ahEffect[3]                        203      406
m_ayEffectSequence[3]                203      203
m_ahEffect[4]                        203      406
m_ayEffectSequence[4]                203      203
m_ahEffect[5]                        203      406
m_ayEffectSequence[5]                203      203
m_ahEffect[6]                        203      406
m_ayEffectSequence[6]                203      203
m_ahEffect[7]                        203      406
m_ayEffectSequence[7]                203      203
m_iTeam                              203      203
m_ySquad                             203      203
m_fMana                              203      812
m_fStamina                           203      812
m_ySelectedItem                      204      204
m_yDefaultAnim                       203      203
m_v3Velocity                         294     3528
m_iCurrentAction                     203      812
m_uiCurrentActionEndTime             203      812
m_uiLastActionTime                   203      812
m_uiLastMeleeAttackTime              203      812
m_uiLastMeleeAttackLength            203      812
m_yAttackSequence                    203      203
m_fFov                               203      812
m_uiTargetIndex                      203      812
m_yFirstPersonAnim                   203      203
m_yFirstPersonAnimSequence           203      203
m_fFirstPersonAnimSpeed              203      812
m_iClientNum                         203      812
m_iMoveFlags                         203      812
m_iCurrentMovement                   203      812
m_uiDeathTime                        203      812
m_uiLoadoutTime                      203      812
m_uiWheelTime                        203      812
m_yOrder                             203      203
m_yOrderSequence                     203      203
m_uiOrderEntIndex                    203      406
m_v3OrderPos                         203     2436
m_yOfficerOrder                      203      203
m_yOfficerOrderSequence              203      203
m_uiOfficerOrderEntIndex             203      406
m_v3OfficerOrderPos                  203     2436
m_uiPetIndex                         203      406
Total                              13492    43111


Player_Savage                      Count    Bytes
=================================================
m_v3Position                       59787   717444
m_v3Angles[PITCH]                  32969   131876
m_v3Angles[ROLL]                      69      276
m_v3Angles[YAW]                    40932   163728
m_yStatus                            216      216
m_fHealth                          49014   196056
m_uiNetFlags                         156      624
m_ayAnim[0]                         4286     4286
m_ayAnimSequence[0]                 4477     4477
m_afAnimSpeed[0]                    3006    12024
m_ayAnim[1]                         1598     1598
m_ayAnimSequence[1]                 1700     1700
m_afAnimSpeed[1]                     179      716
m_ahEffect[0]                         35       70
m_ayEffectSequence[0]                 35       35
m_ahEffect[1]                         99      198
m_ayEffectSequence[1]                633      633
m_ahEffect[2]                         59      118
m_ayEffectSequence[2]                480      480
m_ahEffect[3]                         35       70
m_ayEffectSequence[3]                 35       35
m_ahEffect[4]                        387      774
m_ayEffectSequence[4]                553      553
m_ahEffect[5]                         35       70
m_ayEffectSequence[5]                 35       35
m_ahEffect[6]                         35       70
m_ayEffectSequence[6]                 35       35
m_ahEffect[7]                         35       70
m_ayEffectSequence[7]                 35       35
m_iTeam                               35       35
m_ySquad                              35       35
m_fMana                            17889    71556
m_fStamina                         46190   184760
m_ySelectedItem                      512      512
m_yDefaultAnim                       445      445
m_v3Velocity                       60305   723660
m_iCurrentAction                    1974     7896
m_uiCurrentActionEndTime            9794    39176
m_uiLastActionTime                 64495   257980
m_uiLastMeleeAttackTime              898     3592
m_uiLastMeleeAttackLength            803     3212
m_yAttackSequence                    760      760
m_fFov                                35      140
m_uiTargetIndex                       35      140
m_yFirstPersonAnim                   548      548
m_yFirstPersonAnimSequence          7373     7373
m_fFirstPersonAnimSpeed              317     1268
m_iClientNum                          54      216
m_iMoveFlags                        6771    27084
m_iCurrentMovement                  7457    29828
m_uiDeathTime                         58      232
m_uiLoadoutTime                       69      276
m_uiWheelTime                         35      140
m_yOrder                              41       41
m_yOrderSequence                      43       43
m_uiOrderEntIndex                     39       78
m_v3OrderPos                          39      468
m_yOfficerOrder                       35       35
m_yOfficerOrderSequence               35       35
m_uiOfficerOrderEntIndex              35       70
m_v3OfficerOrderPos                   35      420
m_uiPetIndex                          35       70
Total                             428174  2600426


Player_Shaman                      Count    Bytes
=================================================
m_v3Position                        8070    96840
m_v3Angles[PITCH]                   4088    16352
m_v3Angles[ROLL]                       8       32
m_v3Angles[YAW]                     4773    19092
m_yStatus                             23       23
m_fHealth                           6968    27872
m_uiNetFlags                          21       84
m_ayAnim[0]                          537      537
m_ayAnimSequence[0]                  558      558
m_afAnimSpeed[0]                     448     1792
m_ayAnim[1]                          214      214
m_ayAnimSequence[1]                  226      226
m_afAnimSpeed[1]                      14       56
m_ahEffect[0]                          6       12
m_ayEffectSequence[0]                  6        6
m_ahEffect[1]                         20       40
m_ayEffectSequence[1]                150      150
m_ahEffect[2]                         10       20
m_ayEffectSequence[2]                 50       50
m_ahEffect[3]                          6       12
m_ayEffectSequence[3]                  6        6
m_ahEffect[4]                         37       74
m_ayEffectSequence[4]                 49       49
m_ahEffect[5]                          6       12
m_ayEffectSequence[5]                  6        6
m_ahEffect[6]                          6       12
m_ayEffectSequence[6]                  6        6
m_ahEffect[7]                          6       12
m_ayEffectSequence[7]                  6        6
m_iTeam                                6        6
m_ySquad                               6        6
m_fMana                             8336    33344
m_fStamina                          4708    18832
m_ySelectedItem                      133      133
m_yDefaultAnim                        12       12
m_v3Velocity                        8095    97140
m_iCurrentAction                     193      772
m_uiCurrentActionEndTime             335     1340
m_uiLastActionTime                  8709    34836
m_uiLastMeleeAttackTime              102      408
m_uiLastMeleeAttackLength             91      364
m_yAttackSequence                     85       85
m_fFov                                 6       24
m_uiTargetIndex                        6       24
m_yFirstPersonAnim                     6        6
m_yFirstPersonAnimSequence             6        6
m_fFirstPersonAnimSpeed                6       24
m_iClientNum                          10       40
m_iMoveFlags                         280     1120
m_iCurrentMovement                   918     3672
m_uiDeathTime                         11       44
m_uiLoadoutTime                        6       24
m_uiWheelTime                          6       24
m_yOrder                               6        6
m_yOrderSequence                       6        6
m_uiOrderEntIndex                      6       12
m_v3OrderPos                           6       72
m_yOfficerOrder                        6        6
m_yOfficerOrderSequence                6        6
m_uiOfficerOrderEntIndex               6       12
m_v3OfficerOrderPos                    6       72
m_uiPetIndex                           6       12
Total                              58450   356641


Player_ShapeShifter                Count    Bytes
=================================================
m_v3Position                       48973   587676
m_v3Angles[PITCH]                  24750    99000
m_v3Angles[ROLL]                      68      272
m_v3Angles[YAW]                    33911   135644
m_yStatus                            208      208
m_fHealth                          25749   102996
m_uiNetFlags                         239      956
m_ayAnim[0]                         2272     2272
m_ayAnimSequence[0]                 2441     2441
m_afAnimSpeed[0]                    1519     6076
m_ayAnim[1]                         1307     1307
m_ayAnimSequence[1]                 1414     1414
m_afAnimSpeed[1]                     177      708
m_ahEffect[0]                         52      104
m_ayEffectSequence[0]                 52       52
m_ahEffect[1]                        138      276
m_ayEffectSequence[1]                724      724
m_ahEffect[2]                         89      178
m_ayEffectSequence[2]                351      351
m_ahEffect[3]                         56      112
m_ayEffectSequence[3]                 61       61
m_ahEffect[4]                        237      474
m_ayEffectSequence[4]                344      344
m_ahEffect[5]                         52      104
m_ayEffectSequence[5]                 52       52
m_ahEffect[6]                         52      104
m_ayEffectSequence[6]                 52       52
m_ahEffect[7]                        152      304
m_ayEffectSequence[7]                153      153
m_iTeam                               52       52
m_ySquad                              52       52
m_fMana                            37000   148000
m_fStamina                         43051   172204
m_ySelectedItem                      441      441
m_yDefaultAnim                       224      224
m_v3Velocity                       49140   589680
m_iCurrentAction                    1200     4800
m_uiCurrentActionEndTime            2218     8872
m_uiLastActionTime                 53337   213348
m_uiLastMeleeAttackTime              892     3568
m_uiLastMeleeAttackLength            792     3168
m_yAttackSequence                    750      750
m_fFov                                52      208
m_uiTargetIndex                       52      208
m_yFirstPersonAnim                   190      190
m_yFirstPersonAnimSequence           207      207
m_fFirstPersonAnimSpeed               52      208
m_iClientNum                          95      380
m_iMoveFlags                        4731    18924
m_iCurrentMovement                  4095    16380
m_uiDeathTime                         96      384
m_uiLoadoutTime                       59      236
m_uiWheelTime                         52      208
m_yOrder                              52       52
m_yOrderSequence                      52       52
m_uiOrderEntIndex                     52      104
m_v3OrderPos                          52      624
m_yOfficerOrder                       54       54
m_yOfficerOrderSequence               53       53
m_uiOfficerOrderEntIndex              53      106
m_v3OfficerOrderPos                   52      624
m_uiPetIndex                          52      104
Total                             344947  2128880


Player_Steambuchet                 Count    Bytes
=================================================
m_v3Position                        2601    31212
m_v3Angles[PITCH]                      5       20
m_v3Angles[ROLL]                       5       20
m_v3Angles[YAW]                      730     2920
m_yStatus                             23       23
m_fHealth                            161      644
m_uiNetFlags                          16       64
m_ayAnim[0]                           91       91
m_ayAnimSequence[0]                  103      103
m_afAnimSpeed[0]                      50      200
m_ayAnim[1]                           35       35
m_ayAnimSequence[1]                   48       48
m_afAnimSpeed[1]                       5       20
m_ahEffect[0]                          5       10
m_ayEffectSequence[0]                  5        5
m_ahEffect[1]                         10       20
m_ayEffectSequence[1]                 88       88
m_ahEffect[2]                          5       10
m_ayEffectSequence[2]                  5        5
m_ahEffect[3]                          5       10
m_ayEffectSequence[3]                  5        5
m_ahEffect[4]                         23       46
m_ayEffectSequence[4]                 29       29
m_ahEffect[5]                          5       10
m_ayEffectSequence[5]                  5        5
m_ahEffect[6]                          5       10
m_ayEffectSequence[6]                  5        5
m_ahEffect[7]                          5       10
m_ayEffectSequence[7]                  5        5
m_iTeam                                5        5
m_ySquad                               5        5
m_fMana                              112      448
m_fStamina                           312     1248
m_ySelectedItem                       40       40
m_yDefaultAnim                         5        5
m_v3Velocity                        2627    31524
m_iCurrentAction                      91      364
m_uiCurrentActionEndTime              91      364
m_uiLastActionTime                  2606    10424
m_uiLastMeleeAttackTime                5       20
m_uiLastMeleeAttackLength              5       20
m_yAttackSequence                      5        5
m_fFov                                 5       20
m_uiTargetIndex                        5       20
m_yFirstPersonAnim                     5        5
m_yFirstPersonAnimSequence             5        5
m_fFirstPersonAnimSpeed                5       20
m_iClientNum                           7       28
m_iMoveFlags                         284     1136
m_iCurrentMovement                    86      344
m_uiDeathTime                          7       28
m_uiLoadoutTime                        7       28
m_uiWheelTime                       2422     9688
m_yOrder                               5        5
m_yOrderSequence                       5        5
m_uiOrderEntIndex                      5       10
m_v3OrderPos                           5       60
m_yOfficerOrder                        5        5
m_yOfficerOrderSequence                5        5
m_uiOfficerOrderEntIndex               5       10
m_v3OfficerOrderPos                    5       60
m_uiPetIndex                           5       10
Total                              12875    91637


Player_Summoner                    Count    Bytes
=================================================
m_v3Position                       63343   760116
m_v3Angles[PITCH]                  37227   148908
m_v3Angles[ROLL]                      80      320
m_v3Angles[YAW]                    44603   178412
m_yStatus                            242      242
m_fHealth                          53583   214332
m_uiNetFlags                         199      796
m_ayAnim[0]                         3795     3795
m_ayAnimSequence[0]                 4018     4018
m_afAnimSpeed[0]                    2708    10832
m_ayAnim[1]                         2002     2002
m_ayAnimSequence[1]                 2338     2338
m_afAnimSpeed[1]                     114      456
m_ahEffect[0]                         60      120
m_ayEffectSequence[0]                 60       60
m_ahEffect[1]                        134      268
m_ayEffectSequence[1]               1199     1199
m_ahEffect[2]                         94      188
m_ayEffectSequence[2]                295      295
m_ahEffect[3]                         63      126
m_ayEffectSequence[3]                 75       75
m_ahEffect[4]                        272      544
m_ayEffectSequence[4]                348      348
m_ahEffect[5]                         60      120
m_ayEffectSequence[5]                 60       60
m_ahEffect[6]                         60      120
m_ayEffectSequence[6]                 60       60
m_ahEffect[7]                        354      708
m_ayEffectSequence[7]                355      355
m_iTeam                               60       60
m_ySquad                              60       60
m_fMana                            63311   253244
m_fStamina                         46300   185200
m_ySelectedItem                     1025     1025
m_yDefaultAnim                       385      385
m_v3Velocity                       63759   765108
m_iCurrentAction                    2086     8344
m_uiCurrentActionEndTime            3202    12808
m_uiLastActionTime                 65971   263884
m_uiLastMeleeAttackTime              824     3296
m_uiLastMeleeAttackLength            741     2964
m_yAttackSequence                    695      695
m_fFov                                60      240
m_uiTargetIndex                       60      240
m_yFirstPersonAnim                   318      318
m_yFirstPersonAnimSequence           568      568
m_fFirstPersonAnimSpeed               60      240
m_iClientNum                         106      424
m_iMoveFlags                        6045    24180
m_iCurrentMovement                  6478    25912
m_uiDeathTime                        106      424
m_uiLoadoutTime                       68      272
m_uiWheelTime                         60      240
m_yOrder                              62       62
m_yOrderSequence                      63       63
m_uiOrderEntIndex                     61      122
m_v3OrderPos                          63      756
m_yOfficerOrder                       63       63
m_yOfficerOrderSequence               63       63
m_uiOfficerOrderEntIndex              63      126
m_v3OfficerOrderPos                   60      720
m_uiPetIndex                         190      380
Total                             480837  2883699


Projectile_Arrow                   Count    Bytes
=================================================
m_yStatus                             56       56
m_v3Origin                            56      672
m_v3Angles                            56      672
m_v3Velocity                          56      672
m_uiOriginTime                        50      200
Total                                274     2272


Projectile_Bolt                    Count    Bytes
=================================================
m_yStatus                            302      302
m_v3Origin                           302     3624
m_v3Angles                           302     3624
m_v3Velocity                         302     3624
m_uiOriginTime                       229      916
Total                               1437    12090


Projectile_FrostBolt               Count    Bytes
=================================================
m_yStatus                             57       57
m_v3Origin                            75      900
m_v3Angles                            57      684
m_v3Velocity                          57      684
m_uiOriginTime                        57      228
Total                                303     2553


Projectile_Grenade                 Count    Bytes
=================================================
m_yStatus                            153      153
m_v3Origin                           582     6984
m_v3Angles                           153     1836
m_v3Velocity                         582     6984
m_uiOriginTime                       582     2328
Total                               2052    18285


Projectile_Holy                    Count    Bytes
=================================================
m_yStatus                             44       44
m_v3Origin                            59      708
m_v3Angles                            44      528
m_v3Velocity                          44      528
m_uiOriginTime                        44      176
Total                                235     1984


Projectile_ImpFireball             Count    Bytes
=================================================
m_yStatus                            388      388
m_v3Origin                           521     6252
m_v3Angles                           388     4656
m_v3Velocity                         388     4656
m_uiOriginTime                       388     1552
Total                               2073    17504


Projectile_Locust                  Count    Bytes
=================================================
m_yStatus                            356      356
m_v3Origin                           501     6012
m_v3Angles                           356     4272
m_v3Velocity                         356     4272
m_uiOriginTime                       356     1424
Total                               1925    16336


Projectile_NpcShot                 Count    Bytes
=================================================
m_yStatus                             87       87
m_v3Origin                            93     1116
m_v3Angles                            87     1044
m_v3Velocity                          87     1044
